iter	RMSE
606	0.008077147427
607	0.008052960342
608	0.008040075033
609	0.008024083885
610	0.008007814698
611	0.007997475194
612	0.007988606198
613	0.007959109934
614	0.007939405032
615	0.007914759391
616	0.00789702227
617	0.007878406543
618	0.00786457471
619	0.007856287193
620	0.007842775825
621	0.007837855448
622	0.007819351488
623	0.007814668947
624	0.007790901625
625	0.007768911604
626	0.007751192324
627	0.007738460212
628	0.007735156951
629	0.007715963629
630	0.007686521468
631	0.007667119062
632	0.007662766302
633	0.007645059648
634	0.007633997619
635	0.007618700106
636	0.007605095362
637	0.007598080632
638	0.007578254048
639	0.007560222222
640	0.00754861919
641	0.007532827193
642	0.007513547892
643	0.007499855027
644	0.007487909112
645	0.007469603111
646	0.007455199425
647	0.007443615266
648	0.007422582156
649	0.007401593581
650	0.007388297749
651	0.007378769757
652	0.007367007284
653	0.007351501449
654	0.00734059002
655	0.00731637681
656	0.007312344462
657	0.007294059247
658	0.007277365259
659	0.007260754313
660	0.00724971222
661	0.007236858928
662	0.007229708503
663	0.007226676713
664	0.007218116819
665	0.007204137516
666	0.00718449783
667	0.00716733478
668	0.007150755919
669	0.007135394464
670	0.007116385549
671	0.007109746326
672	0.007091493333
673	0.007068559485
674	0.007056491008
675	0.007041380572
676	0.007021982619
677	0.007002843201
678	0.006999381558
679	0.006989194787
680	0.006979557264
681	0.006964409505
682	0.006953341994
683	0.006935748543
684	0.006927318102
685	0.006918340152
686	0.006910049105
687	0.006902194636
688	0.006887423084
689	0.006877540519
690	0.006866845367
691	0.006854716486
692	0.006838499636
693	0.006824110584
694	0.00681356642
695	0.006803513479
696	0.006789737176
697	0.006771683393
698	0.006758811254
699	0.006751072102
700	0.006741516973
701	0.006728308216
702	0.006724258104
703	0.00671160934
704	0.006698785769
705	0.006682668834
706	0.006672730208
707	0.00665702857
708	0.006643565928
709	0.006632276077
710	0.006621471008
711	0.006604881571
712	0.00659549742
713	0.00658359021
714	0.006573191265
715	0.006558370994
716	0.006546135046
717	0.006537435871
718	0.006520070415
719	0.006512580273
720	0.006500780796
721	0.006492382583
722	0.00647807917
723	0.006467553123
724	0.00646066436
725	0.006451994896
726	0.006439600365
727	0.006430087926
728	0.006418114031
729	0.006401908163
730	0.006387403353
731	0.006381258238
732	0.006368399203
733	0.006352769564
734	0.006336831178
735	0.006327169056
736	0.006313259504
737	0.006305264706
738	0.006292735151
739	0.006285812511
740	0.006276133613
741	0.006268324023
742	0.006266188402
743	0.006251050095
744	0.006239913816
745	0.00623783238
746	0.006230234078
747	0.006214620952
748	0.006205543445
749	0.00619650957
750	0.006189344897
751	0.006176893279
752	0.006168271102
753	0.006157518745
754	0.006141762719
755	0.006128675046
756	0.006111151914
757	0.006092455942
758	0.00607865228
759	0.006076656204
760	0.006065190906
761	0.006050127475
762	0.006048196361
763	0.006043256421
764	0.00603035702
765	0.006020436895
766	0.006006708667
767	0.00599677396
768	0.005982695132
769	0.005967210506
770	0.005953980156
771	0.005947388011
772	0.005932883005
773	0.005922785055
774	0.00592092127
775	0.005915251941
776	0.005906243476
777	0.005904444382
778	0.005896244203
779	0.005884151645
780	0.005873378535
781	0.005868612451
782	0.005857306091
783	0.005850998133
784	0.005841253378
785	0.005830221619
786	0.005822927345
787	0.005812807243
788	0.005806797521
789	0.005803923938
790	0.005791920886
791	0.005784121312
792	0.005775842493
793	0.00576903542
794	0.005761203797
795	0.005756897252
796	0.005751186169
797	0.005747355601
798	0.005737262668
799	0.005726285181
800	0.005722616932
801	0.005708803714
802	0.005699022926
803	0.005683681337
804	0.005681206017
805	0.00566996831
806	0.005660844067
807	0.005653252503
808	0.005639205868
809	0.005628304598
810	0.005618722706
811	0.005604942327
812	0.005598230348
813	0.005590005331
814	0.005580322875
815	0.005578432866
816	0.005567084028
817	0.005561551337
818	0.005555424801
819	0.005550040112
820	0.005538180195
821	0.005524485656
822	0.005511702854
823	0.005508603388
824	0.005501463629
825	0.005495504632
826	0.005484745141
827	0.005476491114
828	0.00546624212
829	0.005455295247
830	0.005452087782
831	0.005439167606
832	0.00542966814
833	0.005425601327
834	0.005418812068
835	0.00541465992
836	0.005405587757
837	0.005402288995
838	0.005395939883
839	0.00538823183
840	0.005370914115
841	0.005363801145
842	0.005354780615
843	0.005344360396
844	0.00533628873
845	0.005326585436
846	0.005316485192
847	0.005306013369
848	0.005292092729
849	0.005286343456
850	0.005277342874
851	0.005265729666
852	0.005255068041
853	0.005249040041
854	0.005247367605
855	0.005237351629
856	0.005226782734
857	0.005224467802
858	0.005219653241
859	0.005209411358
860	0.005201362985
861	0.0051913989
862	0.005184775704
863	0.005173195662
864	0.005160942637
865	0.005153661598
866	0.005144979145
867	0.005138660347
868	0.005136480786
869	0.005128381848
870	0.005121635236
871	0.005112774284
872	0.00510453956
873	0.005095715805
874	0.005084007382
875	0.005079221174
876	0.005071785472
877	0.005065893142
878	0.005061867339
879	0.005057354112
880	0.00505310004
881	0.005043003851
882	0.005032225556
883	0.005023164751
884	0.005016624715
885	0.005005118464
886	0.004998415919
887	0.004991306891
888	0.00498016738
889	0.004971172927
890	0.004966118567
891	0.00495882191
892	0.004953104041
893	0.004945950105
894	0.004937652327
895	0.004928417824
896	0.004924301214
897	0.004918075385
898	0.004907404608
899	0.004902518981
900	0.004895078023
901	0.004885069163
902	0.004880274166
903	0.004876842798
904	0.004867651615
905	0.004860020891
906	0.004851894865
907	0.004846457298
908	0.004838482442
909	0.004832081576
910	0.004828282382
911	0.004824486068
912	0.004814884594
913	0.004806102844
914	0.004800504126
915	0.004792521032
916	0.004783595324
917	0.00477440266
918	0.004767492002
919	0.004761838711
920	0.004751092056
921	0.004742399831
922	0.004734030225
923	0.004731841913
924	0.00472327785
925	0.004717037089
926	0.004708767695
927	0.004707145031
928	0.004702988595
929	0.004701717584
930	0.004697924852
931	0.004690178049
932	0.004681391477
933	0.004675807956
934	0.004666943003
935	0.004659334737
936	0.004651530081
937	0.004644311112
938	0.004639257518
939	0.004631490299
940	0.004625904866
941	0.004619946441
942	0.004610701198
943	0.004602748265
944	0.004601485868
945	0.004592475478
946	0.004585921247
947	0.004581148885
948	0.004575601813
949	0.004570292857
950	0.00456227915
951	0.004554564335
952	0.004544893496
953	0.004536842227
954	0.004530259364
955	0.004529163887
956	0.004523685526
957	0.004513703573
958	0.004510155357
959	0.00450345188
960	0.004496225318
961	0.00448808875
962	0.004481779472
963	0.004475390657
964	0.00446862326
965	0.004463227328
966	0.004457921769
967	0.004449322365
968	0.00444183309
969	0.004437915832
970	0.004433884255
971	0.004426384796
972	0.004419800425
973	0.004416988654
974	0.004416379215
975	0.004413710644
976	0.00440826296
977	0.004402280108
978	0.004394121232
979	0.004392645325
980	0.004391246385
981	0.004387035847
982	0.004378759473
983	0.004367869625
984	0.004364928876
985	0.004364067217
986	0.004356447471
987	0.004352536248
988	0.004341132023
989	0.004333473259
990	0.004329738366
991	0.004328603769
992	0.004324471271
993	0.00431766416
994	0.004311905838
995	0.004303335418
996	0.004294518862
997	0.004286222328
998	0.004278922415
999	0.004272900423
